0,0,0,0,0,0
0,0,0,0,0,0
1.3263e-23,0.00064309,-0.00071842,7.5327e-05,3.4604e-23,3.4832e-20
-4.1072e-08,0.0019293,-0.0021553,0.00022597,-4.1072e-08,1.3774e-08
-2.875e-07,0.0038586,-0.0043105,0.00045186,-2.875e-07,9.6419e-08
-1.0268e-06,0.0064309,-0.0071842,0.0007529,-1.0268e-06,3.4435e-07
-2.6696e-06,0.0096463,-0.010776,0.0011289,-2.6696e-06,8.9531e-07
-5.75e-06,0.013505,-0.015086,0.0015795,-5.75e-06,1.9283e-06
-1.0925e-05,0.018006,-0.020114,0.0021043,-1.0925e-05,3.6637e-06
-1.8974e-05,0.02315,-0.025859,0.0027026,-1.8974e-05,6.3628e-06
-3.0801e-05,0.028937,-0.03232,0.0033734,-3.0801e-05,1.0328e-05
-4.7432e-05,0.035365,-0.039496,0.0041154,-4.7432e-05,1.5903e-05
-7.0014e-05,0.042435,-0.047385,0.0049269,-7.0014e-05,2.3471e-05
-9.9816e-05,0.050145,-0.055984,0.0058056,-9.9816e-05,3.3456e-05
-0.00013823,0.058495,-0.06529,0.0067486,-0.00013823,4.632e-05
-0.00018677,0.067483,-0.075297,0.0077521,-0.00018677,6.2565e-05
-0.00024706,0.077107,-0.086001,0.0088117,-0.00024706,8.2729e-05
-0.00032085,0.087365,-0.097394,0.0099218,-0.00032085,0.00010739
-0.00041001,0.098254,-0.10947,0.011076,-0.00041001,0.00013714
-0.00051651,0.10977,-0.12221,0.012266,-0.00051651,0.00017264
-0.00064244,0.12191,-0.13561,0.013482,-0.00064244,0.00021455
-0.00079,0.13467,-0.14965,0.014715,-0.00079,0.00026357
-0.00096148,0.14805,-0.16432,0.015951,-0.00096148,0.00032041
-0.0011593,0.16203,-0.1796,0.017176,-0.0011593,0.00038582
-0.0013859,0.17662,-0.19546,0.018374,-0.0013859,0.00046054
-0.001644,0.1918,-0.21187,0.019528,-0.001644,0.00054534
-0.0019362,0.20757,-0.22882,0.020616,-0.0019362,0.00064099
-0.0022652,0.22391,-0.24628,0.021619,-0.0022652,0.00074826
-0.002634,0.24082,-0.2642,0.02251,-0.002634,0.00086792
-0.0030454,0.25828,-0.28255,0.023265,-0.0030454,0.0010007
-0.0035025,0.27629,-0.30129,0.023855,-0.0035025,0.0011474
-0.0040082,0.29482,-0.32038,0.024251,-0.0040082,0.0013087
-0.0045659,0.31387,-0.33978,0.024419,-0.0045659,0.0014854
-0.0051785,0.33343,-0.35943,0.024326,-0.0051785,0.001678
-0.0058495,0.35347,-0.3793,0.023938,-0.0058495,0.0018873
-0.0065821,0.37398,-0.39931,0.023217,-0.0065821,0.0021138
-0.0073798,0.39495,-0.41943,0.022124,-0.0073798,0.0023581
-0.0082461,0.41636,-0.4396,0.020622,-0.008246,0.0026208
-0.0091844,0.43819,-0.45976,0.018668,-0.0091844,0.0029024
-0.010199,0.46042,-0.47984,0.016223,-0.010199,0.0032033
-0.011292,0.48304,-0.49981,0.013245,-0.011292,0.003524
-0.012469,0.50602,-0.51958,0.0096909,-0.012469,0.003865
-0.013733,0.52936,-0.5391,0.0055195,-0.013733,0.0042265
-0.015089,0.55302,-0.55832,0.0006883,-0.015089,0.0046089
-0.01654,0.577,-0.57717,-0.0048449,-0.01654,0.0050127
-0.018092,0.60127,-0.59559,-0.011122,-0.018092,0.005438
-0.019748,0.62582,-0.61352,-0.018184,-0.019748,0.0058854
-0.021513,0.65062,-0.6309,-0.026073,-0.021513,0.006355
-0.023392,0.67565,-0.64767,-0.034828,-0.023392,0.0068472
-0.025391,0.7009,-0.66377,-0.04449,-0.025391,0.0073623
-0.027515,0.72634,-0.67914,-0.055096,-0.027515,0.0079008
-0.029769,0.75195,-0.69373,-0.066685,-0.029768,0.0084629
-0.032159,0.77771,-0.70747,-0.079293,-0.032158,0.0090491
-0.034691,0.8036,-0.72031,-0.092955,-0.034691,0.0096599
-0.037372,0.82959,-0.73218,-0.10771,-0.037372,0.010296
-0.040209,0.85566,-0.74304,-0.12358,-0.040208,0.010957
-0.043208,0.88179,-0.75283,-0.14061,-0.043208,0.011645
-0.046378,0.90794,-0.76149,-0.15882,-0.046377,0.012359
-0.049725,0.9341,-0.76897,-0.17825,-0.049724,0.013101
-0.053259,0.96024,-0.77521,-0.19891,-0.053258,0.01387
-0.056989,0.98631,-0.78016,-0.22085,-0.056987,0.014669
-0.060923,1.0123,-0.78376,-0.24407,-0.060921,0.015498
-0.065071,1.0382,-0.78596,-0.26861,-0.065069,0.016357
-0.069445,1.0639,-0.78671,-0.29448,-0.069443,0.017248
-0.074055,1.0894,-0.78596,-0.3217,-0.074052,0.018172
-0.078914,1.1148,-0.78366,-0.3503,-0.078911,0.019129
-0.084035,1.1398,-0.77975,-0.38028,-0.084031,0.020121
-0.089432,1.1646,-0.7742,-0.41166,-0.089427,0.021148
-0.09512,1.1891,-0.76695,-0.44445,-0.095115,0.022212
-0.10112,1.2132,-0.75795,-0.47866,-0.10111,0.023315
-0.10744,1.2369,-0.74717,-0.5143,-0.10743,0.024455
-0.11411,1.2601,-0.73456,-0.55137,-0.1141,0.025636
-0.12115,1.2829,-0.72009,-0.58988,-0.12114,0.026856
-0.12858,1.3052,-0.70371,-0.62983,-0.12857,0.028118
-0.13644,1.3269,-0.68539,-0.67122,-0.13643,0.029421
-0.14475,1.3481,-0.66511,-0.71404,-0.14473,0.030765
-0.15355,1.3686,-0.64284,-0.75829,-0.15353,0.032151
-0.16287,1.3886,-0.61858,-0.80396,-0.16284,0.033577
-0.17276,1.4078,-0.5923,-0.85104,-0.17273,0.035044
-0.18326,1.4264,-0.56402,-0.8995,-0.18323,0.036548
-0.19443,1.4443,-0.53374,-0.94932,-0.1944,0.038088
-0.20633,1.4615,-0.50149,-1.0005,-0.20629,0.03966
-0.21901,1.4781,-0.46732,-1.0529,-0.21896,0.041262
-0.23254,1.494,-0.43129,-1.1066,-0.23248,0.042886
-0.24697,1.5092,-0.39348,-1.1615,-0.24691,0.044528
-0.26237,1.5238,-0.35399,-1.2174,-0.26229,0.04618
-0.27877,1.5378,-0.31295,-1.2744,-0.27868,0.047833
-0.29618,1.5514,-0.27048,-1.3324,-0.29607,0.049477
-0.31458,1.5644,-0.22674,-1.3912,-0.31446,0.051102
-0.33389,1.5771,-0.18187,-1.4507,-0.33375,0.052699
-0.35395,1.5894,-0.13601,-1.5108,-0.35379,0.054256
-0.37453,1.6013,-0.089277,-1.5715,-0.37434,0.055768
-0.39534,1.6129,-0.041764,-1.6326,-0.39512,0.05723
-0.41601,1.6242,0.0064323,-1.6942,-0.41576,0.05864
-0.4362,1.6352,0.055206,-1.756,-0.43593,0.059999
-0.45562,1.646,0.10441,-1.818,-0.45532,0.061311
-0.47402,1.6566,0.15385,-1.88,-0.47369,0.062578
-0.49129,1.6671,0.20327,-1.9419,-0.49092,0.063803
-0.50736,1.6776,0.25236,-2.0034,-0.50697,0.064986
-0.52227,1.6884,0.30082,-2.0645,-0.52185,0.066128
-0.53608,1.6994,0.34833,-2.1249,-0.53563,0.067226
-0.54888,1.7109,0.3946,-2.1844,-0.5484,0.068279
-0.56075,1.7229,0.43937,-2.243,-0.56025,0.069285
-0.5718,1.7355,0.48245,-2.3004,-0.57128,0.070243
-0.58212,1.7489,0.52366,-2.3565,-0.58158,0.071152
-0.59178,1.763,0.56288,-2.4114,-0.59121,0.072011
-0.60085,1.7778,0.60003,-2.4648,-0.60026,0.072822
-0.60938,1.7935,0.63505,-2.5169,-0.60877,0.073584
-0.61744,1.8099,0.6679,-2.5676,-0.61681,0.074299
-0.62505,1.8271,0.69858,-2.6167,-0.6244,0.074968
-0.63227,1.8451,0.72709,-2.6645,-0.6316,0.075593
-0.63912,1.8638,0.75345,-2.7107,-0.63843,0.076176
-0.64562,1.8832,0.77767,-2.7555,-0.64492,0.076719
